tws,0.315985,0.868823,1.10045,1.89415,3.61847,2.34277,3.4855
tws,3.85976,-7.71543,-12.1753,-12.1808,-24.3589,16.0385,-20.11
mice,4.74437,-9.48978,-14.8367,-14.8361,-29.6724,19.5809,-25.272
mice,0.796552,0.527509,0.0059262,0.503881,0.793376,-0.768411,-1.17474
mice,0.339472,0.41536,1.463,0.867456,-2.80645,1.75678,-2.03893
mice,3.08447,-6.19235,-9.88225,-9.87302,-19.7507,12.9692,16.582
mice,-0.212946,1.25161,-0.858816,-0.618864,1.29642,-0.0152411,-1.05307
mice,4.74393,-9.49052,-14.8378,-14.8355,-29.6722,19.5808,-25.3
mice,0.0939391,-0.724266,-0.958616,-0.295252,-0.834551,0.632948,-0.6828
mice,1.65216,-3.29137,-5.54626,-5.60026,-11.1733,7.2459,9.69084
mice,2.63506,-5.30696,-8.54631,-8.5375,-17.0794,11.191,-13.0641
pen,3.22553,-6.45393,-10.2991,-10.296,-20.5936,13.523,-16.806
pen,-0.0896292,-0.22836,-0.65377,-0.46863,-1.02829,-0.249735,0.0453752
pen,3.34616,-6.6945,-10.6591,-10.6568,-21.3147,14.004,17.4202
pen,-0.630401,-1.30629,-2.12885,-1.91015,-3.92542,-2.55596,3.07259
pen,-0.077327,-0.115411,-0.192463,-0.168361,-0.348769,-0.224872,1.99553
pen,0.774717,-1.67237,-3.94178,-3.90765,-7.83235,4.72892,5.73421
pen,0.261217,0.453772,-1.14541,-1.08943,-2.2068,-0.676699,0.426388
pen,6.37281,-12.7456,-19.7206,-19.7206,-39.4411,26.0934,31.7361
pen,-0.383667,-0.758601,0.0734332,0.100158,0.186959,-0.279091,2.46455
soda,1.38856,-3.05782,-5.10866,-4.99342,-10.0445,6.52179,7.9446
soda,2.92303,-5.84857,-9.38402,-9.38303,-18.7666,12.3073,-15.6153
soda,0.366665,1.06953,1.90674,2.13675,4.16679,2.89672,-4.87131
soda,1.23916,-2.70737,-4.66792,-4.57845,-9.2015,5.92932,7.60264
soda,0.205501,0.536675,1.04874,1.42674,2.68483,1.70504,3.18875
soda,3.28065,-6.56373,-10.451,-10.4497,-20.9,13.7316,-16.2927
soda,1.20247,-2.73111,-4.65889,-4.49943,-9.07855,5.86341,7.23204
soda,0.105167,-1.06563,-2.67628,-2.03846,-4.18695,2.5455,-4.29128
soda,3.61371,-7.2271,-11.4456,-11.4462,-22.8921,15.0597,18.3461
candy,1.04567,-2.12772,-3.96635,-3.9446,-7.90008,5.0084,-5.40891
candy,1.07761,-2.17711,-3.99084,-3.98604,-7.97448,5.07453,2.72722
candy,2.38999,-4.78337,-7.79618,-7.79473,-15.5902,10.1864,10.9827
candy,0.0320411,0.11714,0.929926,1.08753,2.09764,1.14984,-3.19453
candy,-0.412545,0.482755,-0.85154,-0.815569,-1.6491,0.556246,-0.364991
candy,1.58425,-3.29905,-5.61661,-5.53484,-11.1106,7.18358,-8.7619
candy,4.83959,-9.68119,-15.1242,-15.1226,-30.246,19.9632,26.5592
candy,2.18717,-4.3799,-7.20155,-7.19917,-14.3995,9.38912,7.68786
candy,1.28066,-2.57801,-4.55643,-4.55225,-9.10659,5.84123,4.53343
